#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	refseq_category	taxid	organism_name	ftp_path
GCF_000190595.1	representative genome	867900	Cellulophaga lytica DSM 7489	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/595/GCF_000190595.1_ASM19059v1
GCF_000183545.2	representative genome	867903	Thermaerobacter subterraneus DSM 13965	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/545/GCF_000183545.2_ASM18354v3
GCF_000262545.1	representative genome	868129	Prevotella bivia DSM 20514	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/545/GCF_000262545.1_ASM26254v1
GCF_000565325.1	representative genome	868280	Salinivibrio socompensis S10B	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/325/GCF_000565325.1_saliniS10B
GCF_000191045.1	representative genome	868864	Desulfurobacterium thermolithotrophum DSM 11699	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/045/GCF_000191045.1_ASM19104v1
GCF_000195275.1	representative genome	869209	Treponema succinifaciens DSM 2489	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/275/GCF_000195275.1_ASM19527v1
GCF_000195335.1	representative genome	869210	Marinithermus hydrothermalis DSM 14884	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/335/GCF_000195335.1_ASM19533v1
GCF_000184345.1	representative genome	869211	Spirochaeta thermophila DSM 6578	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/345/GCF_000184345.1_ASM18434v2
GCF_000266885.1	representative genome	869212	Turneriella parva DSM 21527	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/266/885/GCF_000266885.1_ASM26688v1
GCF_000517085.1	representative genome	869213	Saccharicrinis fermentans DSM 9555 = JCM 21142	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/085/GCF_000517085.1_ASM51708v1
GCF_001306145.1	representative genome	869279	Thermanaerothrix daxensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/306/145/GCF_001306145.1_ASM130614v1
GCF_024343775.1	representative genome	869394	Lacihabitans soyangensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/343/775/GCF_024343775.1_ASM2434377v1
GCF_017874035.1	representative genome	869555	Paenibacillus aceris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/874/035/GCF_017874035.1_ASM1787403v1
GCF_014199415.1	representative genome	869719	Sphingomonas endophytica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/199/415/GCF_014199415.1_ASM1419941v1
GCF_016918545.1	representative genome	869814	Desulfobulbus alkaliphilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/918/545/GCF_016918545.1_ASM1691854v1
GCF_013204825.1	representative genome	869962	Pedobacter boryungensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/204/825/GCF_013204825.1_ASM1320482v1
GCF_000260135.1	representative genome	870187	Thiothrix nivea DSM 5205	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/135/GCF_000260135.1_ASM26013v1
GCF_001950255.1	representative genome	870242	Carboxydothermus pertinax	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/255/GCF_001950255.1_ASM195025v1
GCF_014196495.1	representative genome	870476	Sphingobium jiangsuense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/196/495/GCF_014196495.1_ASM1419649v1
GCF_900112595.1	representative genome	870482	Algibacter pectinivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/595/GCF_900112595.1_IMG-taxon_2615840709_annotated_assembly
GCF_002994045.1	representative genome	870484	Nonlabens agnitus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/994/045/GCF_002994045.1_ASM299404v1
GCF_003544935.1	representative genome	870501	Malaciobacter molluscorum LMG 25693	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/935/GCF_003544935.1_ASM354493v1
GCF_900129685.1	representative genome	870908	Cognatishimia maritima	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/685/GCF_900129685.1_IMG-taxon_2617270829_annotated_assembly
GCF_000222605.1	representative genome	870968	Vibrio ichthyoenteri ATCC 700023	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/605/GCF_000222605.1_ASM22260v1
GCF_022879815.1	representative genome	871203	Caballeronia zhejiangensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/879/815/GCF_022879815.1_ASM2287981v1
GCF_900142015.1	representative genome	871324	Bacteroides stercorirosoris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/015/GCF_900142015.1_IMG-taxon_2700988705_annotated_assembly
GCF_900129065.1	representative genome	871325	Bacteroides faecichinchillae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/065/GCF_900129065.1_IMG-taxon_2695420934_annotated_assembly
GCF_900108035.1	representative genome	871327	Parabacteroides chinchillae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/035/GCF_900108035.1_IMG-taxon_2693429876_annotated_assembly
GCF_000146895.1	representative genome	871571	Mobiluncus mulieris ATCC 35239	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/895/GCF_000146895.1_ASM14689v1
GCF_000191145.1	reference genome	871585	Acinetobacter pittii PHEA-2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1
GCF_900111875.1	representative genome	871651	Poseidonocella pacifica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/875/GCF_900111875.1_IMG-taxon_2687453774_annotated_assembly
GCF_900116005.1	representative genome	871652	Poseidonocella sedimentorum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/005/GCF_900116005.1_IMG-taxon_2634166304_annotated_assembly
GCF_014385405.1	representative genome	871664	Blautia stercoris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/385/405/GCF_014385405.1_ASM1438540v1
GCF_020554845.1	representative genome	871665	Blautia faecis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/554/845/GCF_020554845.1_ASM2055484v1
GCF_900116065.1	representative genome	871741	Brevundimonas viscosa	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/065/GCF_900116065.1_IMG-taxon_2671180176_annotated_assembly
GCF_009789595.1	representative genome	871742	Pseudoduganella flava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/789/595/GCF_009789595.1_ASM978959v1
GCF_003385235.1	representative genome	871959	Amycolatopsis circi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/385/235/GCF_003385235.1_ASM338523v1
GCF_000243135.2	representative genome	871963	Desulfitobacterium dichloroeliminans LMG P-21439	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/135/GCF_000243135.2_ASM24313v3
GCF_000231405.2	representative genome	871968	Desulfitobacterium metallireducens DSM 15288	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/405/GCF_000231405.2_ASM23140v3
GCF_001306175.1	representative genome	872965	Ardenticatena maritima	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/306/175/GCF_001306175.1_ASM130617v1
GCF_900110345.1	representative genome	872970	Amphibacillus marinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/345/GCF_900110345.1_IMG-taxon_2617270769_annotated_assembly
GCF_013201725.1	representative genome	873191	Arcobacter defluvii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/725/GCF_013201725.1_ASM1320172v1
GCF_000185145.2	representative genome	873533	Prevotella oralis ATCC 33269	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/145/GCF_000185145.2_ASM18514v2
GCF_001021555.1	representative genome	874156	Aurantiacibacter marinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/555/GCF_001021555.1_ASM102155v1
GCF_016735115.1	representative genome	874423	Aquimarina mytili	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/735/115/GCF_016735115.1_ASM1673511v1
GCF_015209785.1	representative genome	874454	Pseudoalteromonas arabiensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/209/785/GCF_015209785.1_ASM1520978v1
GCF_014652215.1	representative genome	875041	Gemmobacter tilapiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/652/215/GCF_014652215.1_ASM1465221v1
GCF_900102315.1	representative genome	875171	Celeribacter baekdonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/315/GCF_900102315.1_IMG-taxon_2616644820_annotated_assembly
GCF_000214155.1	representative genome	875328	Mycolicibacter sinensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/155/GCF_000214155.1_ASM21415v1
GCF_000246925.1	representative genome	875454	Peptoniphilus rhinitidis 1-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/925/GCF_000246925.1_ASM24692v2
GCF_024346675.1	representative genome	875932	Photobacterium sanguinicancri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/675/GCF_024346675.1_ASM2434667v1
GCF_000385335.1	representative genome	876269	Methyloferula stellata AR4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/335/GCF_000385335.1_ASM38533v1
GCF_001418245.1	representative genome	876478	Tepidiphilus thermophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/418/245/GCF_001418245.1_ASM141824v1
GCF_004745955.1	representative genome	877208	Hymenobacter elongatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/745/955/GCF_004745955.1_ASM474595v1
GCF_004354915.1	representative genome	877384	Pseudohoeflea suaedae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/915/GCF_004354915.1_ASM435491v1
GCF_020805785.1	representative genome	877464	Flavobacterium chungbukense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/805/785/GCF_020805785.1_ASM2080578v1
GCF_900187885.1	representative genome	877466	Thermoflexus hugenholtzii JAD2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/885/GCF_900187885.1_IMG-taxon_2140918011_annotated_assembly
GCF_006459125.1	representative genome	877500	Halarcobacter anaerophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/459/125/GCF_006459125.1_ASM645912v1
GCF_000233695.2	representative genome	879212	Desulfobacter postgatei 2ac9	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/695/GCF_000233695.2_ASM23369v3
GCF_000212375.1	representative genome	879243	Porphyromonas asaccharolytica DSM 20707	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/375/GCF_000212375.1_ASM21237v1
GCF_900248245.1	representative genome	879566	Acetatifactor muris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/248/245/GCF_900248245.1_Amuris69
GCF_013409575.1	representative genome	879969	Macellibacteroides fermentans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/409/575/GCF_013409575.1_ASM1340957v1
GCF_003987145.1	representative genome	880057	Aliidiomarina minuta	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/987/145/GCF_003987145.1_ASM398714v1
GCF_000222485.1	representative genome	880070	Cyclobacterium marinum DSM 745	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/485/GCF_000222485.1_ASM22248v1
GCF_000265505.1	representative genome	880071	Bernardetia litoralis DSM 6794	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/505/GCF_000265505.1_ASM26550v1
GCF_000195295.1	representative genome	880072	Desulfobacca acetoxidans DSM 11109	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/295/GCF_000195295.1_ASM19529v1
GCF_001886815.1	representative genome	880073	Caldithrix abyssi DSM 13497	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/815/GCF_001886815.1_ASM188681v1
GCF_000512915.1	representative genome	880074	Barnesiella viscericola DSM 18177	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/915/GCF_000512915.1_ASM51291v1
GCF_001280945.1	representative genome	880156	Photorhabdus heterorhabditis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/945/GCF_001280945.1_ASM128094v1
GCF_001037465.1	representative genome	880157	Xenorhabdus khoisanae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/037/465/GCF_001037465.1_ASM103746v1
GCF_000262445.1	representative genome	880478	Thermoanaerobacter siderophilus SR4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/445/GCF_000262445.1_ASM26244v1
GCF_000427365.1	representative genome	880526	Rikenella microfusus DSM 15922	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/365/GCF_000427365.1_ASM42736v1
GCF_027213965.1	representative genome	880732	Maritalea porphyrae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/213/965/GCF_027213965.1_ASM2721396v1
GCF_015137655.1	representative genome	881260	Enterobacter bugandensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/137/655/GCF_015137655.1_ASM1513765v1
GCF_013409865.1	representative genome	881268	Herbiconiux flava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/409/865/GCF_013409865.1_ASM1340986v1
GCF_000231055.2	representative genome	882081	Saccharomonospora azurea NA-128	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/055/GCF_000231055.2_ASM23105v3
GCF_000244975.1	representative genome	882082	Saccharomonospora cyanea NA-134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/244/975/GCF_000244975.1_ASM24497v1
GCF_000244955.1	representative genome	882083	Saccharomonospora marina XMU15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/244/955/GCF_000244955.1_ASM24495v1
GCF_000231035.2	representative genome	882084	Saccharomonospora iraqiensis subsp. paurometabolica YIM 90007	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/035/GCF_000231035.2_ASM23103v3
GCF_000383795.1	representative genome	882085	Saccharomonospora saliphila YIM 90502	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/795/GCF_000383795.1_ASM38379v1
GCF_000258175.1	representative genome	882086	Saccharomonospora xinjiangensis XJ-54	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/175/GCF_000258175.1_ASM25817v1
GCF_900106095.1	representative genome	882211	Pseudomonas deceptionensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/095/GCF_900106095.1_IMG-taxon_2636416038_annotated_assembly
GCF_000198775.1	representative genome	882378	Mycetohabitans rhizoxinica HKI 454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/198/775/GCF_000198775.1_ASM19877v1
GCF_005889745.1	representative genome	882440	Actinomadura geliboluensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/889/745/GCF_005889745.1_ASM588974v1
GCF_016861995.1	representative genome	882441	Actinoplanes abujensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/995/GCF_016861995.1_ASM1686199v1
GCF_017875555.1	representative genome	882444	Amycolatopsis magusensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/875/555/GCF_017875555.1_ASM1787555v1
GCF_017875645.1	representative genome	882446	Nocardia goodfellowii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/875/645/GCF_017875645.1_ASM1787564v1
GCF_014204795.1	representative genome	882448	Nonomuraea jabiensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/204/795/GCF_014204795.1_ASM1420479v1
GCF_006717045.1	representative genome	882449	Pseudonocardia cypriaca	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/717/045/GCF_006717045.1_ASM671704v1
GCF_003217475.1	representative genome	882452	Williamsia limnetica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/217/475/GCF_003217475.1_ASM321747v1
GCF_017638925.1	representative genome	882626	Pseudoalteromonas xiamenensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/638/925/GCF_017638925.1_ASM1763892v1
GCF_007992835.1	representative genome	882824	Knoellia locipacati	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/992/835/GCF_007992835.1_ASM799283v1
GCF_000315465.1	representative genome	883066	Actinobaculum massiliense ACS-171-V-Col2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/465/GCF_000315465.1_Acti_mass_ACS-171-V-COL2_V1
GCF_000296505.1	representative genome	883077	Schaalia turicensis ACS-279-V-Col4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/505/GCF_000296505.1_Acti_turi_ACS-279-V-COL4_V1
GCF_000314675.2	representative genome	883078	Afipia broomeae ATCC 49717	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/675/GCF_000314675.2_Afip_broo_ATCC_49717_V1
GCF_000336555.1	representative genome	883079	Afipia clevelandensis ATCC 49720	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/555/GCF_000336555.1_Afip_clev_ATCC49720_G12581_V1
GCF_000315445.1	representative genome	883081	Alloiococcus otitis ATCC 51267	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/445/GCF_000315445.1_Allo_otit_ATCC_51267_V1
GCF_000301035.1	representative genome	883111	Facklamia hominis CCUG 36813	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/035/GCF_000301035.1_Fack_homi_CCUG_36813_V1
GCF_000245795.1	representative genome	883113	Facklamia languida CCUG 37842	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/795/GCF_000245795.1_Fack_lang_CCUG_37842_V1
GCF_000245755.1	representative genome	883114	Helcococcus kunzii ATCC 51366	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/755/GCF_000245755.1_Helc_kunz_ATCC_51366_V1
GCF_000243035.1	representative genome	883158	Prevotella micans F0438	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/035/GCF_000243035.1_Prev_mica_F0438_V1
GCF_000411175.1	representative genome	883161	Propionimicrobium lymphophilum ACS-093-V-SCH5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/175/GCF_000411175.1_Prop_lymp_ACS-093-V-SCH5_V1
GCF_000296405.1	representative genome	883169	Corynebacterium otitidis ATCC 51513	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/405/GCF_000296405.1_Turi_otit_ATCC_51513_V1
GCF_002217735.1	representative genome	883812	Parageobacillus galactosidasius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/217/735/GCF_002217735.1_ASM221773v1
GCF_003337435.1	representative genome	884107	Schleiferia thermophila	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/337/435/GCF_003337435.1_ASM333743v1
GCF_000224675.1	representative genome	885040	Enterobacter soli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/675/GCF_000224675.1_ASM22467v1
GCF_014635305.1	representative genome	885042	Williamsia phyllosphaerae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/635/305/GCF_014635305.1_ASM1463530v1
GCF_002886185.1	representative genome	885475	Salipaludibacillus neizhouensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/886/185/GCF_002886185.1_ASM288618v1
GCF_009688985.1	representative genome	885957	Desulfosarcina ovata subsp. sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/688/985/GCF_009688985.1_ASM968898v1
GCF_000242455.2	representative genome	886293	Singulisphaera acidiphila DSM 18658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/455/GCF_000242455.2_ASM24245v3
GCF_018278905.1	representative genome	886343	Mycobacterium spongiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/278/905/GCF_018278905.1_ASM1827890v1
GCF_000224085.1	representative genome	886377	Muricauda ruestringensis DSM 13258	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/085/GCF_000224085.1_ASM22408v1
GCF_000191885.1	representative genome	886379	Anaerophaga thermohalophila DSM 12881	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/885/GCF_000191885.1_ASM19188v1
GCF_003182095.1	representative genome	886464	Plasticicumulans acidivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/182/095/GCF_003182095.1_ASM318209v1
GCF_000211835.1	representative genome	887062	Hylemonella gracilis ATCC 19624	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/835/GCF_000211835.1_ASM21183v1
GCF_001938985.1	representative genome	887144	Rhizobium taibaishanense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/938/985/GCF_001938985.1_ASM193898v1
GCF_000185385.1	representative genome	887325	Lachnoanaerobaculum saburreum DSM 3986	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/385/GCF_000185385.1_ASM18538v1
GCF_007829885.1	representative genome	887462	Streptomyces brevispora	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/829/885/GCF_007829885.1_ASM782988v1
GCF_017353455.1	representative genome	887464	Streptomyces laculatispora	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/353/455/GCF_017353455.1_ASM1735345v1
GCF_907177275.1	representative genome	887465	Streptomyces cocklensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/177/275/GCF_907177275.1_Scock-DSM42063-v1
GCF_018502505.1	representative genome	887702	Weissella tructae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/502/505/GCF_018502505.1_ASM1850250v1
GCF_000185445.1	representative genome	887899	Mobiluncus holmesii ATCC 35242	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/445/GCF_000185445.1_ASM18544v1
GCF_000185505.1	representative genome	887929	Pseudoramibacter alactolyticus ATCC 23263	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/505/GCF_000185505.1_ASM18550v1
GCF_005886435.1	representative genome	888050	Schaalia cardiffensis F0333	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/435/GCF_005886435.1_ASM588643v1
GCF_900476035.1	representative genome	888057	Aggregatibacter segnis ATCC 33393	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/035/GCF_900476035.1_53694_C01
GCF_000213975.1	representative genome	888060	Centipeda periodontii DSM 2778	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/975/GCF_000213975.1_ASM21397v1
GCF_001553625.1	representative genome	888061	Desulfomicrobium orale DSM 12838	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/625/GCF_001553625.1_ASM155362v1
GCF_001885995.1	representative genome	888064	Enterococcus italicus DSM 15952	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/995/GCF_001885995.1_ASM188599v1
GCF_000187585.1	representative genome	888746	Streptococcus peroris ATCC 700780	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/585/GCF_000187585.1_ASM18758v1
GCF_000191105.1	representative genome	888817	Streptococcus sanguinis SK405	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/105/GCF_000191105.1_ASM19110v1
GCF_000191405.1	representative genome	888828	Haemophilus parainfluenzae ATCC 33392	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/405/GCF_000191405.1_ASM19140v1
GCF_900475445.1	representative genome	889201	Streptococcus cristatus ATCC 51100	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/445/GCF_900475445.1_42727_F01
GCF_026626665.1	representative genome	889268	Nannocystis pusilla	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/626/665/GCF_026626665.1_ASM2662666v1
GCF_005144585.1	representative genome	889272	Polyangium fumosum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/585/GCF_005144585.1_ASM514458v1
GCF_009649845.1	representative genome	889282	Polyangium spumosum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/845/GCF_009649845.1_ASM964984v1
GCF_017255295.1	representative genome	889300	Nitratireductor aquimarinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/255/295/GCF_017255295.1_ASM1725529v1
GCF_000829435.1	representative genome	889306	Jeotgalibacillus soli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/435/GCF_000829435.1_ASM82943v1
GCF_000242595.2	representative genome	889378	Spirochaeta africana DSM 8902	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/595/GCF_000242595.2_ASM24259v3
GCF_002201795.1	representative genome	889453	Alkalitalea saponilacus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/795/GCF_002201795.1_ASM220179v1
GCF_019336435.1	representative genome	890055	Pontibacter populi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/336/435/GCF_019336435.1_ASM1933643v1
GCF_000266925.1	representative genome	891968	Acetomicrobium mobile DSM 13181	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/266/925/GCF_000266925.1_ASM26692v1
GCF_000242615.2	representative genome	903818	Holophaga foetida DSM 6591	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/615/GCF_000242615.2_ASM24261v3
GCF_001730365.1	representative genome	903983	Enterococcus quebecensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/730/365/GCF_001730365.1_ASM173036v1
GCF_001730285.1	representative genome	903984	Enterococcus ureasiticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/730/285/GCF_001730285.1_ASM173028v1
GCF_004564075.1	representative genome	904291	Microbacterium sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/075/GCF_004564075.1_ASM456407v1
GCF_011927695.1	representative genome	904715	Sphingomonas jejuensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/927/695/GCF_011927695.1_ASM1192769v1
GCF_003001855.1	representative genome	906888	Nonlabens ulvanivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/001/855/GCF_003001855.1_ASM300185v1
GCF_000212415.1	representative genome	906968	Treponema brennaborense DSM 12168	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/415/GCF_000212415.1_ASM21241v1
GCF_000255555.1	representative genome	907348	Treponema saccharophilum DSM 2985	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/555/GCF_000255555.1_ASM25555v2
GCF_014645795.1	representative genome	907463	Longimycelium tulufanense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/645/795/GCF_014645795.1_ASM1464579v1
GCF_025780055.1	representative genome	907723	Ureaplasma zalophigenitalium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/780/055/GCF_025780055.1_ASM2578005v1
GCF_014635345.1	representative genome	908250	Rhodococcus trifolii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/635/345/GCF_014635345.1_ASM1463534v1
GCF_000183205.1	representative genome	908337	Eremococcus coleocola ACS-139-V-Col8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/205/GCF_000183205.1_ASM18320v1
GCF_024612375.1	representative genome	908359	Nocardioides daeguensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/612/375/GCF_024612375.1_ASM2461237v1
